zone2_power,zone3_power,power_sum_23,hour_sin,hour_cos,temperature,humidity,hdd,cdd,zone1_power
25132.78008,10924.74164,36057.52172,-0.7071067811865471,-0.7071067811865479,20.8,65.74,0.0,0.0,30457.41794
20243.16109,15282.81407,35525.97516,0.4999999999999999,-0.8660254037844387,11.1,82.3,6.9,0.0,32936.94915
13283.89058,14142.39196,27426.28254,0.8660254037844386,0.5000000000000001,11.18,67.45,6.82,0.0,22734.91525
15466.25387,11292.63158,26758.88545,0.8660254037844387,-0.4999999999999998,19.36,87.6,0.0,0.0,25054.42623
18466.8693,17742.6506,36209.5199,0.0,1.0,8.91,85.6,9.09,0.0,28149.87342
16610.33435,13948.91566,30559.250010000003,0.9659258262890684,0.2588190451025207,9.71,89.5,8.29,0.0,15846.07595
19251.03734,10802.18845,30053.225789999997,0.9659258262890684,0.2588190451025207,13.14,86.9,4.859999999999999,0.0,24174.35449
27710.12658,29547.11297,57257.23955,0.258819045102521,-0.9659258262890682,29.5,49.55,0.0,5.5,39924.51827
21505.16717,19142.16867,40647.33584,-0.9659258262890684,-0.2588190451025206,12.97,49.52,5.029999999999999,0.0,34213.67089
15438.17427,11788.44985,27226.62412,0.7071067811865475,0.7071067811865476,18.14,80.3,0.0,0.0,26310.7221
19506.38298,19607.15578,39113.53876,-0.2588190451025215,0.965925826289068,13.09,71.5,4.91,0.0,31515.25424
22045.32225,21114.09231,43159.414560000005,0.258819045102521,-0.9659258262890682,25.74,62.94,0.0,1.7399999999999984,32493.77483
34259.75104,19684.3769,53944.127940000006,-1.0,-1.8369701987210294e-16,17.73,80.3,0.2699999999999996,0.0,41322.01313
13809.77597,12404.36364,26214.13961,1.0,6.123233995736766e-17,14.97,87.0,3.0299999999999994,0.0,23548.41765
18970.66116,11063.13253,30033.79369,0.2588190451025207,0.9659258262890684,19.8,80.5,0.0,0.0,24227.69231
19968.29268,14736.77419,34705.066869999995,-0.7071067811865471,-0.7071067811865479,22.44,49.85,0.0,0.0,32157.95745
25556.65635,25517.73279,51074.38914,-0.5000000000000004,0.8660254037844384,18.54,85.3,0.0,0.0,42290.36066
22362.39669,14452.04819,36814.44488,0.7071067811865476,-0.7071067811865475,18.63,81.2,0.0,0.0,26400.0
14462.19512,10567.74194,25029.93706,0.9659258262890684,-0.2588190451025206,11.62,75.0,6.380000000000001,0.0,23076.76596
15228.48297,15321.1336,30549.61657,0.7071067811865475,0.7071067811865476,17.83,80.9,0.1700000000000017,0.0,25709.11475
15479.63526,11155.29648,26634.93174,0.9659258262890684,-0.2588190451025206,8.82,79.1,9.18,0.0,23302.37288
32071.18748,15097.2389,47168.42638,-0.7071067811865477,0.7071067811865474,13.44,70.6,4.5600000000000005,0.0,36824.3346
18866.73706,14499.31034,33366.047399999996,0.9659258262890684,-0.2588190451025206,20.2,48.52,0.0,0.0,25188.01332
15592.70517,11479.51807,27072.22324,0.8660254037844387,-0.4999999999999998,10.85,77.8,7.15,0.0,24692.65823
15856.34675,12557.73279,28414.07954,0.9659258262890684,-0.2588190451025206,19.06,85.0,0.0,0.0,26401.57377
23650.72765,23282.21538,46932.94303,0.2588190451025207,0.9659258262890684,20.1,89.4,0.0,0.0,37916.82119
25413.30561,22457.52809,47870.8337,-0.8660254037844386,0.5000000000000001,23.06,78.1,0.0,0.0,44410.61947
14830.35343,13773.40143,28603.75486,0.7071067811865475,0.7071067811865476,18.92,69.42,0.0,0.0,26047.43363
15399.1684,14232.31869,29631.48709,-0.4999999999999998,-0.8660254037844388,28.61,42.18,0.0,4.609999999999999,27015.9292
19693.90244,20154.19355,39848.09599,-0.2588190451025215,0.965925826289068,12.9,77.9,5.1,0.0,32672.68085
16642.56198,12977.3494,29619.91138,0.9659258262890684,0.2588190451025207,12.33,85.9,5.67,0.0,23027.69231
21942.14876,12011.56627,33953.71503,-0.9659258262890684,-0.2588190451025206,21.05,73.7,0.0,0.0,27089.23077
16436.94385,9565.42617,26002.37002,0.8660254037844386,0.5000000000000001,8.82,85.7,9.18,0.0,21116.34981
26971.48891,26338.30721,53309.79612,-0.8660254037844384,-0.5000000000000004,27.46,58.55,0.0,3.460000000000001,39041.42064
16754.43038,17996.98745,34751.417830000006,0.9659258262890684,0.2588190451025207,25.01,61.09,0.0,1.0100000000000016,25463.92027
14020.66869,14654.45783,28675.12652,0.9659258262890684,0.2588190451025207,15.2,61.32,2.8000000000000007,0.0,23653.67089
15727.08758,12293.81818,28020.90576,0.9659258262890684,-0.2588190451025206,10.25,80.5,7.75,0.0,25780.49516
27437.83784,26496.0,53933.83784,-0.7071067811865477,0.7071067811865474,20.75,81.6,0.0,0.0,44694.03974
23366.32017,19027.41573,42393.7359,-0.5000000000000004,0.8660254037844384,21.33,76.3,0.0,0.0,40944.42478
29372.20006,14739.97599,44112.17605,-0.5000000000000004,0.8660254037844384,10.23,76.2,7.77,0.0,34342.20532
17739.93808,17215.87045,34955.808529999995,0.0,1.0,18.82,87.6,0.0,0.0,28529.31148
20714.93776,16223.70821,36938.64597,-0.5000000000000004,0.8660254037844384,22.16,68.02,0.0,0.0,36885.4267
23314.46674,24737.30408,48051.770820000005,0.4999999999999999,-0.8660254037844387,27.41,80.2,0.0,3.41,33287.81354
12672.44582,11146.88259,23819.32841,0.9659258262890684,-0.2588190451025206,18.06,65.61,0.0,0.0,21012.98361
15450.45593,15232.77108,30683.22701,0.2588190451025207,0.9659258262890684,13.85,74.4,4.15,0.0,23228.35443
32048.96266,18307.11246,50356.07512,-0.9659258262890684,0.2588190451025203,18.56,78.2,0.0,0.0,39746.52079
21669.30091,22264.28141,43933.58232,-0.2588190451025215,0.965925826289068,13.42,56.01,4.58,0.0,35182.37288
21135.60372,21827.36842,42962.97214,0.2588190451025207,0.9659258262890684,19.27,82.3,0.0,0.0,34408.91803
20087.55187,9424.924012,29512.475882,0.8660254037844387,-0.4999999999999998,17.77,87.6,0.2300000000000004,0.0,30066.69584
14154.37882,16960.0,31114.37882,0.2588190451025207,0.9659258262890684,16.02,85.7,1.9800000000000004,0.0,25873.49839
25978.37838,24847.75385,50826.13223,-0.2588190451025215,0.965925826289068,20.84,85.7,0.0,0.0,41922.11921
15006.19835,10241.92771,25248.12606,1.0,6.123233995736766e-17,11.82,83.7,6.18,0.0,22036.92308
13006.68693,13636.62651,26643.31344,0.8660254037844386,0.5000000000000001,9.55,81.6,8.45,0.0,22116.4557
18862.93559,18562.00627,37424.941860000006,0.8660254037844386,0.5000000000000001,20.8,52.29,0.0,0.0,28314.13984
17974.46809,18640.40201,36614.8701,0.0,1.0,12.98,71.1,5.02,0.0,30331.52542
33562.44247,16583.91357,50146.35604,-0.8660254037844386,0.5000000000000001,14.66,53.11,3.34,0.0,39543.72624
26281.49688,26702.76923,52984.26611,-0.5000000000000004,0.8660254037844384,20.54,85.6,0.0,0.0,43066.49007
18260.33058,10560.0,28820.33058,0.9659258262890684,0.2588190451025207,14.04,87.8,3.960000000000001,0.0,22867.69231
19143.03797,24552.30126,43695.33923,0.7071067811865475,0.7071067811865476,24.91,82.9,0.0,0.91,29469.76744
26542.24924,26081.92771,52624.17695,-0.8660254037844386,0.5000000000000001,13.98,69.4,4.02,0.0,43418.73418
19378.9506,10614.16567,29993.11627,0.2588190451025207,0.9659258262890684,18.71,60.94,0.0,0.0,24419.77186
33571.4876,19703.13253,53274.62013,-1.0,-1.8369701987210294e-16,18.81,80.1,0.0,0.0,39846.15385
26014.11476,9767.106843,35781.221603,-0.7071067811865471,-0.7071067811865479,16.58,55.91,1.4200000000000017,0.0,30892.77567
16141.3442,17797.81818,33939.162379999994,0.0,1.0,15.4,70.5,2.5999999999999996,0.0,26958.53606
29904.54545,17141.20482,47045.75027,-0.8660254037844386,0.5000000000000001,18.19,73.3,0.0,0.0,37107.69231
17337.62994,12234.83077,29572.46071,0.8660254037844387,-0.4999999999999998,20.2,87.4,0.0,0.0,26473.11258
15936.04888,18984.72727,34920.77615,1.2246467991473532e-16,-1.0,17.21,86.9,0.7899999999999991,0.0,39625.57589
20621.57676,13580.06079,34201.63755,-0.9659258262890684,-0.2588190451025206,24.86,38.32,0.0,0.8599999999999994,34648.22757
30771.07438,16458.79518,47229.86956,-0.9659258262890684,-0.2588190451025206,21.46,53.47,0.0,0.0,36203.07692
23867.77547,23353.10769,47220.88316,0.2588190451025207,0.9659258262890684,19.98,89.3,0.0,0.0,37713.37748
19163.82536,15056.01634,34219.8417,-0.8660254037844384,-0.5000000000000004,22.96,48.12,0.0,0.0,35025.13274
25211.41454,8948.859544,34160.274084000004,0.258819045102521,-0.9659258262890682,11.75,83.2,6.25,0.0,32547.52852
21663.48548,11280.72948,32944.21496,0.4999999999999999,-0.8660254037844387,20.57,90.1,0.0,0.0,36557.72429
19863.22314,12248.6747,32111.89784,0.0,1.0,16.25,76.3,1.75,0.0,25673.84615
19927.34952,15949.84326,35877.19278,0.258819045102521,-0.9659258262890682,28.23,45.75,0.0,4.23,33364.5283
22575.94937,29041.00418,51616.95355,-0.9659258262890684,0.2588190451025203,31.27,31.42,0.0,7.27,32378.47176
21805.4618,9772.869148,31578.330948000003,-0.4999999999999998,-0.8660254037844388,16.11,63.22,1.8900000000000008,0.0,27820.53232
16902.43902,18418.06452,35320.503540000005,-0.2588190451025215,0.965925826289068,17.5,73.6,0.5,0.0,31876.08511
15660.01841,9248.4994,24908.51781,0.7071067811865475,0.7071067811865476,16.18,63.94,1.8200000000000005,0.0,21329.27757
13137.80488,13923.87097,27061.67585,0.7071067811865475,0.7071067811865476,10.83,73.6,7.17,0.0,22917.44681
19859.75104,14216.17021,34075.92125,-0.2588190451025208,-0.9659258262890684,22.41,59.03,0.0,0.0,34843.58862
19251.21951,14301.29032,33552.509829999995,0.4999999999999999,-0.8660254037844387,12.48,85.5,5.52,0.0,30368.68085
11624.84725,11397.81818,23022.66543,1.0,6.123233995736766e-17,16.37,72.3,1.629999999999999,0.0,20770.72121
27100.33753,10101.32053,37201.65806,-0.7071067811865471,-0.7071067811865479,17.58,47.34,0.4200000000000017,0.0,32340.68441
21980.14784,22040.87774,44021.02558,0.7071067811865476,-0.7071067811865475,22.7,51.96,0.0,0.0,31248.47947
27131.88854,25750.93117,52882.81971,-0.7071067811865477,0.7071067811865474,19.4,83.8,0.0,0.0,45022.42623
14990.88146,15458.31325,30449.19471,0.4999999999999999,-0.8660254037844387,14.87,64.94,3.130000000000001,0.0,30264.3038
19004.13223,12595.66265,31599.79488,0.2588190451025207,0.9659258262890684,19.64,82.6,0.0,0.0,24135.38462
19431.64557,23082.17573,42513.8213,0.2588190451025207,0.9659258262890684,24.26,85.9,0.0,0.2600000000000015,29826.97674
15823.17073,15787.74194,31610.91267,0.0,1.0,15.05,79.7,2.9499999999999993,0.0,26097.70213
22372.75542,18107.85425,40480.609670000005,-0.9659258262890684,-0.2588190451025206,19.72,59.83,0.0,0.0,34849.57377
10004.86322,9928.040201,19932.903421,0.9659258262890684,-0.2588190451025206,10.64,92.5,7.359999999999999,0.0,19256.94915
26712.98838,27132.78997,53845.77835,-0.9659258262890684,-0.2588190451025206,28.58,46.28,0.0,4.579999999999998,39143.70699
25791.26819,29875.2,55666.46819,-0.5000000000000004,0.8660254037844384,23.11,78.3,0.0,0.0,41063.84106
20582.27848,22792.97071,43375.24919,0.7071067811865475,0.7071067811865476,22.2,67.86,0.0,0.0,31230.299
23215.6283,25098.4326,48314.0609,0.2588190451025207,0.9659258262890684,22.41,67.88,0.0,0.0,33217.49168
30646.21049,15742.61705,46388.82754,-0.7071067811865477,0.7071067811865474,11.83,81.4,6.17,0.0,37311.02662
32797.93388,17112.28916,49910.22304,-1.0,-1.8369701987210294e-16,21.13,68.51,0.0,0.0,39753.84615
16746.24118,9496.278511,26242.519691,1.0,6.123233995736766e-17,16.14,78.0,1.8599999999999992,0.0,21809.88593
14396.28483,15554.33198,29950.61681,0.4999999999999999,0.8660254037844387,17.95,66.29,0.0500000000000007,0.0,23883.54098
19478.17048,18449.72308,37927.89356,0.7071067811865475,0.7071067811865476,20.11,85.2,0.0,0.0,32118.6755
25189.32188,9329.171669,34518.493549,0.258819045102521,-0.9659258262890682,16.1,61.73,1.8999999999999984,0.0,32480.60837
34110.7438,16695.90361,50806.64741,-1.0,-1.8369701987210294e-16,17.89,61.42,0.1099999999999994,0.0,40301.53846
15289.9696,15967.22892,31257.19852,0.2588190451025207,0.9659258262890684,14.48,77.3,3.5199999999999996,0.0,23416.70886
16235.29412,15070.44534,31305.73946,0.7071067811865475,0.7071067811865476,16.78,77.4,1.2199999999999989,0.0,25835.01639
16034.04255,14342.16867,30376.211219999997,0.9659258262890684,-0.2588190451025206,10.15,80.8,7.85,0.0,24534.68354
18969.23077,16938.75383,35907.984599999996,0.2588190451025207,0.9659258262890684,21.32,87.5,0.0,0.0,30743.36283
20976.29179,21424.88442,42401.17621,-0.2588190451025215,0.965925826289068,8.31,88.8,9.69,0.0,34309.83051
21948.02495,12355.46476,34303.48971,-0.4999999999999998,-0.8660254037844388,26.81,51.15,0.0,2.8099999999999987,33992.92035
15626.00619,14761.45749,30387.46368,0.8660254037844386,0.5000000000000001,18.25,85.0,0.0,0.0,25218.09836
34424.05646,16762.54502,51186.60148,-1.0,-1.8369701987210294e-16,15.19,63.15,2.8100000000000005,0.0,40468.44106
14456.96203,14333.72385,28790.68588,0.9659258262890684,0.2588190451025207,23.56,49.32,0.0,0.0,22682.7907
18834.14634,18847.74194,37681.88828,-0.2588190451025215,0.965925826289068,11.35,85.8,6.65,0.0,31067.23404
25104.96304,27373.54232,52478.50536,-0.7071067811865471,-0.7071067811865479,29.65,67.06,0.0,5.649999999999999,37455.98224
20528.04878,14870.32258,35398.371360000005,0.4999999999999999,-0.8660254037844387,12.73,88.4,5.27,0.0,32219.23404
13182.89206,15191.27273,28374.164790000003,0.9659258262890684,0.2588190451025207,10.81,78.5,7.1899999999999995,0.0,23672.42196
13939.31889,13024.12955,26963.44844,0.9659258262890684,0.2588190451025207,17.02,85.2,0.9800000000000004,0.0,21780.98361
15027.86378,11298.46154,26326.32532,1.0,6.123233995736766e-17,16.45,76.7,1.5500000000000007,0.0,24311.60656
26658.96657,25069.87952,51728.84609,-0.7071067811865477,0.7071067811865474,8.74,59.03,9.26,0.0,42768.60759
25221.8845,24190.84337,49412.72787,-0.5000000000000004,0.8660254037844384,10.86,73.0,7.140000000000001,0.0,39949.36709
24018.29268,26152.25806,50170.55074,-0.9659258262890684,0.2588190451025203,16.06,59.15,1.9400000000000013,0.0,42048.0
29190.49587,17985.54217,47176.03804,-0.5000000000000004,0.8660254037844384,16.92,74.6,1.0799999999999983,0.0,34535.38462
20271.51767,25922.95385,46194.47152000001,0.7071067811865475,0.7071067811865476,19.61,88.6,0.0,0.0,35208.47682
15586.36364,11444.81928,27031.18292,0.9659258262890684,0.2588190451025207,12.3,87.6,5.699999999999999,0.0,21452.30769
16801.222,18961.45455,35762.676550000004,0.258819045102521,-0.9659258262890682,17.6,87.1,0.3999999999999986,0.0,42477.67492
18130.03096,19349.63563,37479.66659,0.0,1.0,19.63,59.85,0.0,0.0,29398.03279
33876.44628,17505.54217,51381.98845,-1.0,-1.8369701987210294e-16,20.91,57.54,0.0,0.0,40246.15385
19220.61982,6943.577431,26164.197251,0.8660254037844387,-0.4999999999999998,16.04,70.2,1.9600000000000009,0.0,24334.60076
26920.12384,26398.05668,53318.18052,-0.8660254037844386,0.5000000000000001,21.3,59.82,0.0,0.0,45614.16393
25793.18809,9726.770708,35519.958798,-0.4999999999999998,-0.8660254037844388,17.95,56.88,0.0500000000000007,0.0,32413.68821
23476.82927,24805.16129,48281.99056,-0.9659258262890684,0.2588190451025203,14.24,54.74,3.76,0.0,40889.87234
28516.18257,19439.27052,47955.453089999995,-0.8660254037844386,0.5000000000000001,19.78,82.8,0.0,0.0,46357.28665
34200.0,17939.45289,52139.45289,-0.9659258262890684,0.2588190451025203,18.89,55.04,0.0,0.0,41460.65646
21069.5122,15799.35484,36868.86704,-0.7071067811865471,-0.7071067811865479,25.94,38.0,0.0,1.9400000000000013,32795.23404
22195.04132,10531.08434,32726.12566,0.4999999999999999,-0.8660254037844387,20.44,73.2,0.0,0.0,30104.61538
28933.8843,17106.50602,46040.390320000006,-0.8660254037844386,0.5000000000000001,18.14,75.0,0.0,0.0,36049.23077
16030.95975,11111.90283,27142.86258,1.0,6.123233995736766e-17,17.03,89.2,0.9699999999999988,0.0,25054.42623
23066.94387,24286.52308,47353.46695,0.0,1.0,18.76,58.26,0.0,0.0,40523.44371
20174.28659,6989.67587,27163.96246,0.8660254037844387,-0.4999999999999998,14.98,69.36,3.0199999999999996,0.0,24833.46008
28134.74129,25874.85893,54009.60022,0.4999999999999999,-0.8660254037844387,25.49,68.29,0.0,1.4899999999999984,39821.35405
13889.3617,14648.6747,28538.036399999997,0.4999999999999999,-0.8660254037844387,12.6,65.98,5.4,0.0,29322.53165
25903.95137,25535.03518,51438.98655,-0.8660254037844386,0.5000000000000001,13.89,64.73,4.109999999999999,0.0,42382.37288
32107.28617,35089.65517,67196.94133999999,-0.8660254037844386,0.5000000000000001,23.87,62.95,0.0,0.0,49263.6626
22027.68595,16042.40964,38070.09559,0.4999999999999999,-0.8660254037844387,20.36,56.7,0.0,0.0,29753.84615
24411.57025,9819.759036,34231.329286,0.258819045102521,-0.9659258262890682,20.65,48.8,0.0,0.0,30664.61538
26515.31151,21926.52038,48441.83189,-0.7071067811865477,0.7071067811865474,23.31,67.65,0.0,0.0,45798.71254
26831.54342,11063.62545,37895.16887,-0.8660254037844384,-0.5000000000000004,15.96,46.34,2.039999999999999,0.0,31707.98479
15316.83992,12748.8,28065.63992,0.9659258262890684,0.2588190451025207,19.63,89.3,0.0,0.0,23675.76159
25851.14345,21786.80286,47637.94631,-0.9659258262890684,0.2588190451025203,24.49,43.81,0.0,0.4899999999999984,45927.07965
16121.57676,13037.32523,29158.90199,0.8660254037844386,0.5000000000000001,15.59,81.6,2.41,0.0,27665.64551
13597.56839,14191.80723,27789.37562,0.7071067811865475,0.7071067811865476,16.27,78.0,1.7300000000000004,0.0,22371.64557
12988.5947,14929.45455,27918.04925,0.4999999999999999,0.8660254037844387,13.43,89.3,4.57,0.0,23796.42626
14852.27964,15018.79518,29871.07482,0.4999999999999999,0.8660254037844387,7.55,79.7,10.45,0.0,23702.27848
23937.80488,25292.90323,49230.70811,-0.9659258262890684,0.2588190451025203,13.03,80.5,4.970000000000001,0.0,42783.31915
16536.79834,15360.0,31896.79834,0.8660254037844386,0.5000000000000001,19.34,87.1,0.0,0.0,26892.71523
25520.97264,25295.42169,50816.39433,-0.9659258262890684,0.2588190451025203,16.33,59.85,1.6700000000000017,0.0,43327.59494
14886.58537,14655.48387,29542.06924,0.9659258262890684,0.2588190451025207,13.14,87.6,4.859999999999999,0.0,24075.57447
16834.85477,11058.96657,27893.82134,0.8660254037844386,0.5000000000000001,16.34,85.4,1.66,0.0,22920.26258
14715.78947,14347.53036,29063.31983,0.4999999999999999,0.8660254037844387,21.93,37.69,0.0,0.0,24236.06557
15034.84688,12470.97179,27505.81867,1.0,6.123233995736766e-17,24.25,91.3,0.0,0.25,25015.40511
13269.30091,13789.26633,27058.56724,0.8660254037844386,0.5000000000000001,15.39,58.41,2.609999999999999,0.0,22289.49153
22488.79668,12302.00608,34790.80276,-0.8660254037844384,-0.5000000000000004,21.41,65.74,0.0,0.0,34200.78775
25284.14634,24898.06452,50182.21086,-0.7071067811865477,0.7071067811865474,13.74,48.87,4.26,0.0,42391.14894
12226.06925,14737.45455,26963.523800000003,0.4999999999999999,0.8660254037844387,14.82,86.4,3.1799999999999997,0.0,22252.57266
18871.73252,18623.03518,37494.7677,-0.2588190451025215,0.965925826289068,15.46,55.51,2.539999999999999,0.0,31759.32203
28732.78008,19357.56839,48090.34847,-0.9659258262890684,0.2588190451025203,24.3,52.65,0.0,0.3000000000000007,46338.38074
16411.16907,8729.891957,25141.061027,0.8660254037844386,0.5000000000000001,14.42,73.9,3.58,0.0,21158.93536
18804.5738,10343.28907,29147.862869999997,0.8660254037844386,0.5000000000000001,19.31,85.6,0.0,0.0,27780.53097
13776.29179,14550.36145,28326.65324,0.7071067811865475,0.7071067811865476,10.01,64.74,7.99,0.0,22821.26582
14845.32225,11667.69231,26513.01456,0.9659258262890684,0.2588190451025207,14.87,77.7,3.130000000000001,0.0,23141.72185
28165.82278,27558.82845,55724.65123,-0.9659258262890684,-0.2588190451025206,34.6,26.14,0.0,10.6,39210.09967
21774.613,19139.75709,40914.37009,-0.9659258262890684,0.2588190451025203,20.53,79.0,0.0,0.0,34950.29508
19384.61538,18727.38462,38112.0,0.8660254037844386,0.5000000000000001,18.98,75.4,0.0,0.0,30758.1457
18735.36585,14910.96774,33646.333589999995,0.4999999999999999,-0.8660254037844387,11.67,83.6,6.33,0.0,30662.80851
22086.48649,18862.6762,40949.16269,-0.5000000000000004,0.8660254037844384,21.91,57.02,0.0,0.0,37529.20354
20791.68399,18827.81538,39619.499370000005,-0.7071067811865471,-0.7071067811865479,23.64,61.02,0.0,0.0,36594.43709
